Search Query,Bike Name,Price,Section Title,Section Data
Suzuki bike,Suzuki V-Strom 800 DE,"Rs.31,660",Chassis and Suspension,{'Body Type': 'Sports Tourer Bikes'}
Suzuki bike,Suzuki V-Strom 800 DE,"Rs.31,660",Dimensions and Capacity,"{'Width': '975 mm', 'Length': '2345 mm', 'Height': '1310 mm', 'Fuel Capacity': '20 L', 'Saddle Height': '855 mm', 'Ground Clearance': '220 mm', 'Wheelbase': '1570 mm', 'Kerb Weight': '232 kg', 'Engine Oil': '3.9 L'}"
Suzuki bike,Suzuki V-Strom 800 DE,"Rs.31,660",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'Low Fuel Indicator': 'Yes'}"
Suzuki bike,Suzuki V-Strom 800 DE,"Rs.31,660",Motor & Battery,"{'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
Suzuki bike,Suzuki V-Strom 800 DE,"Rs.31,660",Underpinnings,"{'Suspension Front': 'Inverted telescopic, coil spring, oil damped', 'Suspension Rear': 'Link type, coil spring, oil damped', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-90/90-21 Rear :-150/70-17', 'Wheel Size': 'Front :-533.4 mm,Rear :-431.8 mm', 'Wheels Type': 'Spoke', 'Tubeless Tyre': 'Tube'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Engine and Transmission,"{'Engine Type': 'Four-stroke, liquid-cooled, DOHC, in-line four', 'Displacement': '999 cc', 'No. of Cylinders': '4', 'Cooling System': 'Liquid Cooled', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Ignition': 'Electronic ignition (Transistorized)', 'Gear Box': '6 Speed Constant Mesh', 'Bore': '73.4 mm', 'Stroke': '59.0 mm', 'Compression Ratio': '12.2 : 1', 'Emission Type': 'bs6-2.0'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Features,"{'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Suzuki Intelligent Ride System, Ride-by-wire Electronic Throttle System, Suzuki Clutch Assist System, Lubrication - Wet sump, Rake - 25°, Trail - 100 mm, Easy Start System Switch', 'Seat Type': 'Split', 'Passenger Footrest': 'Yes'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Features and Safety,"{'Riding Modes': 'Yes', 'Traction Control': 'Yes', 'Quick Shifter': 'Yes', 'Additional Features': 'Suzuki Intelligent Ride System, Ride-by-wire Electronic Throttle System, Suzuki Clutch Assist System, Lubrication - Wet sump, Rake - 25°, Trail - 100 mm, Easy Start System Switch', 'Passenger Footrest': 'Yes'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Mileage and Performance,{'Overall Mileage': '23 kmpl'}
Suzuki bike,Suzuki Katana,"Rs.41,699",Chassis and Suspension,"{'Body Type': 'Super Bikes, Sports Bikes'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Dimensions and Capacity,"{'Width': '820 mm', 'Length': '2130 mm', 'Height': '1100 mm', 'Fuel Capacity': '12 l', 'Saddle Height': '825 mm', 'Ground Clearance': '140 mm', 'Wheelbase': '1460 mm', 'Kerb Weight': '217 kg'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'LED Tail Lights': 'Yes'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Motor & Battery,"{'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
Suzuki bike,Suzuki Katana,"Rs.41,699",Underpinnings,"{'Suspension Front': 'Inverted telescopic, coil spring, oil damped', 'Suspension Rear': 'Link type, coil spring, oil damped', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-120/70-17 Rear :-190/50-17', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM Duke 390,"Rs.10,482",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '398.63 cc', 'Max Torque': '39 Nm @ 6500 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Assist & Slipper', 'Ignition': 'Contactless, Controlled, Fully Electronic Ignition System With Digital Ignition Timing Adjustment', 'Gear Box': '6 Speed', 'Bore': '89 mm', 'Stroke': '64 mm', 'Compression Ratio': '12.71:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM Duke 390,"Rs.10,482",Features,"{'Instrument Console': 'Digital', 'USB Charging Port': 'Yes', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Ride-by-wire', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Digital', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM Duke 390,"Rs.10,482",Features and Safety,"{'Pass Switch': 'Yes', 'Clock': 'Digital', 'Riding Modes': 'Yes', 'Traction Control': 'Yes', 'Launch Control': 'Yes', 'Quick Shifter': 'Yes', 'Additional Features': 'Ride-by-wire', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Display': '5 Inch, TFT'}"
KTM bike,KTM Duke 390,"Rs.10,482",Mileage and Performance,{'Overall Mileage': '28.9 kmpl'}
KTM bike,KTM Duke 390,"Rs.10,482",Chassis and Suspension,"{'Body Type': 'Sports Naked Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM Duke 390,"Rs.10,482",Dimensions and Capacity,"{'Fuel Capacity': '15 L', 'Saddle Height': '820 mm', 'Ground Clearance': '183 mm', 'Wheelbase': '1354 mm', 'Kerb Weight': '168.3 kg'}"
KTM bike,KTM Duke 390,"Rs.10,482",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'LED Tail Lights': 'Yes', 'Low Battery Indicator': 'Yes', 'Low Fuel Indicator': 'Yes'}"
KTM bike,KTM Duke 390,"Rs.10,482",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '240 mm'}"
KTM bike,KTM Duke 390,"Rs.10,482",Motor & Battery,"{'Peak Power': '46 PS @ 8500 rpm', 'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
KTM bike,KTM Duke 390,"Rs.10,482",Underpinnings,"{'Suspension Front': '5-click Compression & Rebound adjustable, Open Cartridge, WP APEX USD forks, 43mm diameter', 'Suspension Rear': 'Adjustable WP APEX Monoshock, 5-step Rebound damping, 10-step preload adjustable', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-110/70-17, Rear :-150/60-17', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM Duke 390,"Rs.10,482",App Features,{'Low battery alert': 'Yes'}
KTM bike,KTM Duke 200,"Rs.6,503",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '200 cc', 'Max Torque': '19.2 Nm @ 8000 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Wet Multi-Disc', 'Ignition': 'Digital Ignition', 'Gear Box': '6 Speed', 'Bore': '72 mm', 'Stroke': '49 mm', 'Compression Ratio': '11.3:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM Duke 200,"Rs.6,503",Features,"{'Instrument Console': 'Digital', 'Anti Theft Alarm': 'Yes', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Rider Aids - SuperMoto ABS, Array of 32 LEDs with 6 reflectors, Aluminum swingarm; underbelly exhaust', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Yes', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM Duke 200,"Rs.6,503",Features and Safety,"{'Clock': 'Yes', 'Additional Features': 'Rider Aids - SuperMoto ABS, Array of 32 LEDs with 6 reflectors, Aluminum swingarm; underbelly exhaust', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Display': 'LCD Diplay'}"
KTM bike,KTM Duke 200,"Rs.6,503",Mileage and Performance,"{'City Mileage': '33 kmpl', 'Highway Mileage': '33 kmpl', 'Overall Mileage': '33 kmpl'}"
KTM bike,KTM Duke 200,"Rs.6,503",Chassis and Suspension,"{'Body Type': 'Sports Naked Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM Duke 200,"Rs.6,503",Dimensions and Capacity,"{'Fuel Capacity': '13.4 L', 'Saddle Height': '822 mm', 'Ground Clearance': '155 mm', 'Kerb Weight': '159 kg'}"
KTM bike,KTM Duke 200,"Rs.6,503",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'DRLs': 'Yes', 'LED Tail Lights': 'Yes', 'Low Battery Indicator': 'Yes', 'Low Oil Indicator': 'Yes', 'Low Fuel Indicator': 'Yes'}"
KTM bike,KTM Duke 200,"Rs.6,503",Tyres and Brakes,"{'Front Brake Diameter': '300 mm', 'Rear Brake Diameter': '230 mm', 'Radial Tyre': 'Yes'}"
KTM bike,KTM Duke 200,"Rs.6,503",Motor & Battery,"{'Peak Power': '25 PS @ 10,000 rpm', 'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
KTM bike,KTM Duke 200,"Rs.6,503",Underpinnings,"{'Suspension Front': 'WP APEX USD forks, 43mm diameter', 'Suspension Rear': 'WP APEX Monoshock, 10 step adjustable', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame (Tubular)', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM Duke 200,"Rs.6,503",App Features,"{'Anti Theft Alarm': 'Yes', 'Low battery alert': 'Yes'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, FI Engine', 'Displacement': '249.07 cc', 'Max Torque': '25 Nm @ 7250 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Gear Box': '6', 'Bore': '72 mm', 'Stroke': '61.1 mm', 'Compression Ratio': '12.63:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Features,"{'Instrument Console': 'Digital', 'USB Charging Port': 'Yes', 'Speedometer': 'Digital', 'Techometer': 'Analogue', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Ride By Wire', 'Seat Type': 'Single', 'Body Graphics': 'Yes', 'Clock': 'Digital', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Features and Safety,"{'Switchable ABS': 'Yes', 'Internet Connectivity': 'Yes', 'Mobile Application': 'Yes', 'Speedometer': 'Digital', 'Tachometer': 'Analogue', 'Odometer': 'Digital', 'Tripmeter': 'Digital', 'Fuel Gauge': 'Digital', 'Pass Switch': 'Yes', 'Clock': 'Digital', 'Quick Shifter': 'Yes', 'Additional Features': 'Ride By Wire', 'Passenger Footrest': 'Yes', 'Engine Kill Switch': 'Yes', 'Display': '5 Inch, LCD'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Mileage and Performance,{'Overall Mileage': '30.08 kmpl'}
KTM bike,KTM 250 Duke,"Rs.7,953",Chassis and Suspension,"{'Body Type': 'Sports Naked Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Dimensions and Capacity,"{'Fuel Capacity': '15 L', 'Saddle Height': '820 mm', 'Ground Clearance': '176 mm', 'Wheelbase': '1354 mm', 'Kerb Weight': '162.8 kg'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'Low Fuel Indicator': 'Yes'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '240 mm'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Motor & Battery,"{'Peak Power': '30 PS @ 9250 rpm', 'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
KTM bike,KTM 250 Duke,"Rs.7,953",Underpinnings,"{'Suspension Front': 'WP APEX USD forks, 43mm diameter', 'Suspension Rear': 'WP APEX Monoshock, 10-step preload adjustable', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-110/70-17, Rear :-150/60-17', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM 250 Duke,"Rs.7,953",What’s Included,{'Mobile Application': 'Yes'}
KTM bike,KTM 125 Duke,"Rs.5,914",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '124.7 cc', 'Max Torque': '12 Nm @ 8000 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Wet Multi-Disc', 'Gear Box': '6-Speed', 'Bore': '58 mm', 'Stroke': '47.2 mm', 'Compression Ratio': '12.8:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Features,"{'Instrument Console': 'Digital', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Advanced ABS', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Yes', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Features and Safety,"{'Service Due Indicator': 'Yes', 'Clock': 'Yes', 'Additional Features': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Advanced ABS', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Engine Kill Switch': 'Yes', 'Display': 'LCD Digital'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Mileage and Performance,"{'City Mileage': '46.92 kmpl', 'Highway Mileage': '48.05 kmpl'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Chassis and Suspension,"{'Body Type': 'Sports Naked Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Dimensions and Capacity,"{'Fuel Capacity': '13.4 L', 'Saddle Height': '822 mm', 'Ground Clearance': '155 mm', 'Kerb Weight': '159 kg'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Electricals,"{'Headlight': 'Halogen', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'DRLs': 'Yes', 'LED Tail Lights': 'Yes', 'Low Fuel Indicator': 'Yes'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Tyres and Brakes,"{'Front Brake Diameter': '300 mm', 'Rear Brake Diameter': '230 mm'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Motor & Battery,"{'Peak Power': '14.5 PS @ 9250 rpm', 'Drive Type': 'Chain Drive', 'Battery Type': 'Lead Acid', 'Transmission': 'Manual'}"
KTM bike,KTM 125 Duke,"Rs.5,914",Underpinnings,"{'Suspension Front': 'WP USD forks, 43mm diameter', 'Suspension Rear': 'WP Monoshock, 10 step adjustable', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame (Tubular)', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM RC 200,"Rs.7,147",Engine and Transmission,"{'Engine Type': '1-cylinder, 4-stroke engine', 'Displacement': '199.5 cc', 'Max Torque': '19.5 Nm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Wet multi-disc clutch, mechanically actuated', 'Ignition': 'Contactless, Controlled, Fully Electronic Ignition System With Digital Ignition Timing Adjustment', 'Gear Box': '6 Speed', 'Bore': '72 mm', 'Stroke': '49 mm', 'Compression Ratio': '14.5:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM RC 200,"Rs.7,147",Features,"{'Instrument Console': 'Digital', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'SuperMoto ABS', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Yes', 'Passenger Footrest': 'Yes', 'Average Fuel economy Indicator': 'Yes', 'Distance to Empty Indicator': 'Yes'}"
KTM bike,KTM RC 200,"Rs.7,147",Features and Safety,"{'Pass Switch': 'Yes', 'Clock': 'Yes', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'SuperMoto ABS', 'Passenger Footrest': 'Yes', 'Display': 'Yes'}"
KTM bike,KTM RC 200,"Rs.7,147",Mileage and Performance,"{'City Mileage': '35 kmpl', 'Highway Mileage': '35 kmpl', 'Overall Mileage': '35 kmpl'}"
KTM bike,KTM RC 200,"Rs.7,147",Chassis and Suspension,"{'Body Type': 'Sports Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM RC 200,"Rs.7,147",Dimensions and Capacity,"{'Fuel Capacity': '13.7 l', 'Saddle Height': '824 mm', 'Ground Clearance': '158 mm', 'Dry Weight': '151 kg'}"
KTM bike,KTM RC 200,"Rs.7,147",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'Projector Headlights': 'Yes', 'LED Tail Lights': 'Yes', 'Low Battery Indicator': 'Yes', 'Low Oil Indicator': 'Yes', 'Low Fuel Indicator': 'Yes', 'Distance to Empty Indicator': 'Yes', 'Average Fuel economy Indicator': 'Yes'}"
KTM bike,KTM RC 200,"Rs.7,147",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm', 'Radial Tyre': 'Yes'}"
KTM bike,KTM RC 200,"Rs.7,147",Motor & Battery,"{'Peak Power': '25.8 PS', 'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
KTM bike,KTM RC 200,"Rs.7,147",Underpinnings,"{'Suspension Front': 'WP APEX 43', 'Suspension Rear': 'WP APEX - Monoshock', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-110/70 - 17, Rear :-150/60 - 17', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Steel trellis frame, powder coated', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM RC 200,"Rs.7,147",App Features,{'Low battery alert': 'Yes'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Engine and Transmission,"{'Displacement': '373.27 cc', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Slipper clutch', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Features,"{'Additional Features Of Variant': 'Cornering ABS, Off-Road ABS, My Ride connectivity, Ride-by-Wire', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Features and Safety,"{'Riding Modes': 'Off-Road,Street', 'Traction Control': 'Yes', 'Quick Shifter': 'Yes', 'Additional Features': 'Cornering ABS, Off-Road ABS, My Ride connectivity, Ride-by-Wire', 'Passenger Footrest': 'Yes', 'Display': '5” color TFT-display'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Mileage and Performance,{'Overall Mileage': '30 kmpl'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Chassis and Suspension,{'Body Graphics': 'Yes'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Dimensions and Capacity,{'Fuel Capacity': '14.5 L'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Motor & Battery,{'Transmission': 'Manual'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Underpinnings,"{'Suspension Front': 'Fully adjustable WP APEX', 'Suspension Rear': 'Mono-Shock For Pre-Load Adjustability', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'Wheel Size': 'Front :-431.8 mm,Rear :-482.6 mm', 'Wheels Type': 'Spoke Wheels'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '248.76 cc', 'Max Torque': '24 Nm @7500 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Slipper Clutch', 'Gear Box': '6 Speed', 'Bore': '72 mm', 'Stroke': '61.1 mm', 'Compression Ratio': '12.5:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Features,"{'Instrument Console': 'Digital', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Offroad ABS, Slipper clutch, 12V socket, Gear Indicator', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Yes', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Features and Safety,"{'Clock': 'Yes', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Offroad ABS, Slipper clutch, 12V socket, Gear Indicator', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Display': 'LCD dash display'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Mileage and Performance,"{'City Mileage': '38.12 kmpl', 'Highway Mileage': '35.63 kmpl', 'Acceleration (0-80 Kmph)': '6.91s', 'Acceleration (0-100 Kmph)': '10.54s', 'Roll-ons (30-70 kmph)': '5.36s', 'Roll-ons (40-80 kmph)': '7.32s', 'Braking (60-0 Kmph)': '16.67m', 'Braking (80-0 Kmph)': '30.37m', 'Braking (100-0 Kmph)': '49.11m'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Chassis and Suspension,"{'Body Type': 'Adventure Tourer Bikes, Off Road Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Dimensions and Capacity,"{'Fuel Capacity': '14.5 L', 'Saddle Height': '855 mm', 'Ground Clearance': '200 mm', 'Wheelbase': '1430 mm', 'Dry Weight': '156 kg', 'Kerb Weight': '177 kg'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Electricals,"{'Headlight': 'Halogen', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'DRLs': 'Yes', 'LED Tail Lights': 'Yes', 'Low Fuel Indicator': 'Yes', 'Pilot Lamps': 'LED Pilot Lamps'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Performance,{'0-100 Kmph (sec)': '10.54s'}
KTM bike,KTM 250 Adventure,"Rs.8,194",Motor & Battery,"{'Peak Power': '30 PS @ 9000 rpm', 'Drive Type': 'Chain Drive', 'Battery Type': 'Lead Acid', 'Transmission': 'Manual'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Underpinnings,"{'Suspension Front': 'WP APEX USD forks, 43 mm diameter', 'Suspension Rear': 'WP APEX Monoshock, 177 mm travel', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Wheel Size': 'Front :-482.6 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame (Tubular)', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Engine and Transmission,"{'Engine Type': 'Single Cylinder, 4-stroke, 4 V DOHC Engine', 'Displacement': '373 cc', 'Max Torque': '37 Nm @ 7000 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'PASC Slipper Clutch, Mechanically Operated', 'Gear Box': '6 Speed', 'Bore': '89 mm', 'Stroke': '60 mm', 'Compression Ratio': '12.6:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Features,"{'Bluetooth Connectivity': 'Bluetooth', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Toothed Footpegs, Turn-by-turn navigation (Optional),', 'Seat Type': 'Split', 'Clock': 'Digital', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Features and Safety,"{'Pass Switch': 'Yes', 'Clock': 'Digital', 'Riding Modes': 'Off-Road,Street,Yes', 'Traction Control': 'Yes', 'Quick Shifter': 'Yes', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'Toothed Footpegs, Turn-by-turn navigation (Optional),', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Engine Kill Switch': 'Yes', 'Display': 'TFT'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Mileage and Performance,{'Overall Mileage': '30 kmpl'}
KTM bike,KTM 390 Adventure X,"Rs.9,531",Chassis and Suspension,"{'Body Type': 'Adventure Tourer Bikes, Off Road Bikes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Dimensions and Capacity,"{'Width': '900 mm', 'Length': '2154 mm', 'Height': '1400 mm', 'Fuel Capacity': '14.5 L', 'Saddle Height': '855 mm', 'Ground Clearance': '200 mm', 'Wheelbase': '1430 mm', 'Dry Weight': '162 kg'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'LED Tail Lights': 'Yes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm'}"
